model_name,seed,MAE,RMSE,NNSE,WI,R,KGE
BBO-RVFL,10,0.059473517932907546,0.08623344062927776,0.8296418167213693,0.9395301931380033,0.8915778315228107,0.8507072123398634
BBO-RVFL,15,0.056715212736474896,0.08172783907460614,0.8442790687813204,0.950272035215079,0.9065135458409165,0.9029861565201273
BBO-RVFL,21,0.07488940549812051,0.11573147326457993,0.7300077165959312,0.8811913271921273,0.7985045271648067,0.7616897904524659
BBO-RVFL,24,0.05849195813311329,0.08324649994612013,0.839376306161756,0.9460013352002064,0.8996463605789952,0.8758735206253098
BBO-RVFL,27,0.06361399637536207,0.08911101220965131,0.8201613646873595,0.9364844931463112,0.8844089694940839,0.8598985904181041
BBO-RVFL,29,0.05628360073296851,0.0849954631293644,0.8336904292517552,0.9401919102992178,0.8959595569315977,0.847857875190099
BBO-RVFL,30,0.059662421384912075,0.08563181265938559,0.8316117353247859,0.939525879970809,0.8932384116153378,0.83650498497437
BBO-RVFL,35,0.059526642405819036,0.09247084824983086,0.8089837130896453,0.9291221145803733,0.8740639922325939,0.8295667345184881
BBO-RVFL,40,0.053264091651584876,0.08304075674642566,0.8400424428150229,0.941360423764839,0.9018905054211261,0.8252872536427787
BBO-RVFL,42,0.05884742495599419,0.0960205352570843,0.797070226893529,0.9220199009511547,0.8645376827779451,0.8233361357268595
SADE-RVFL,10,0.05881677733427722,0.08426594562358078,0.8360670535452142,0.9439530354321344,0.8970193527738799,0.8721878729062842
SADE-RVFL,15,0.06475275897212075,0.09975659009561623,0.7844416801675351,0.9165237764728815,0.853435317811196,0.8211495181279941
SADE-RVFL,21,0.05460473963155114,0.08326294929422456,0.8393230224641625,0.942432128334387,0.9000160679764964,0.8424611346899342
SADE-RVFL,24,0.05840936090918928,0.08368652858685699,0.837949651744048,0.9464850907549418,0.8994252155649991,0.8886557608776903
SADE-RVFL,27,0.06269301281099497,0.09443045808276705,0.8024185784378236,0.9223456519490462,0.868858287620302,0.7870497073409931
SADE-RVFL,29,0.0566388211742652,0.08577196617467744,0.8311532272064707,0.93899930380656,0.8939619974643203,0.8465948691752605
SADE-RVFL,30,0.0658907552383477,0.10131686753041724,0.779146783918103,0.911007709392212,0.8480255174051134,0.8012721026523513
SADE-RVFL,35,0.055015326059836535,0.08866192849986558,0.8216469529237577,0.9336590804874189,0.8861959201559639,0.8322799005729549
SADE-RVFL,40,0.0616021921399891,0.09622616237434169,0.7963773187226649,0.9183597295273009,0.8647993321779416,0.7952798237180329
SADE-RVFL,42,0.0598160258040929,0.08774702945709162,0.8246667550141836,0.9367240492328093,0.8883423384434112,0.8496789646053953
SHADE-RVFL,10,0.05881677733427722,0.08426594562358078,0.8360670535452142,0.9439530354321344,0.8970193527738799,0.8721878729062842
SHADE-RVFL,15,0.06475681965744849,0.09981024501649058,0.784259777331916,0.9164207178716601,0.8532682039036007,0.8209689307111406
SHADE-RVFL,21,0.05131659836572571,0.07793511620308874,0.8563689814137225,0.9538162111901269,0.9129327130825877,0.8921705115361661
SHADE-RVFL,24,0.058525214956091774,0.0855303815393302,0.8319434115942278,0.9437622496711737,0.8948737024029201,0.8847028880294063
SHADE-RVFL,27,0.0629654609405469,0.09287673732284164,0.8076264453087635,0.9315740985385534,0.874233245404682,0.8535798211419399
