model_name,seed,size_hidden,act_name,weight_initializer,trainer,alpha
EFO-RVFL,29,141,mish,random_normal,L2,2.5118480479999046
EFO-RVFL,30,20,relu,orthogonal,MPI,11.797582252578515
EFO-RVFL,35,113,mish,random_normal,L2,0.05459215885445817
EFO-RVFL,40,133,hard_tanh,random_normal,L2,5.440327705113645
EFO-RVFL,42,60,selu,he_normal,MPI,34.8714277726776
A-EO-RVFL,10,103,rrelu,glorot_normal,L2,0.010125210599879862
A-EO-RVFL,15,108,selu,glorot_uniform,L2,0.01
A-EO-RVFL,21,95,hard_tanh,random_normal,L2,24.12138746036582
A-EO-RVFL,24,150,tanh,random_normal,L2,1.4137748728907331
A-EO-RVFL,27,115,hard_shrink,glorot_uniform,L2,1.1369400110048287
A-EO-RVFL,29,40,relu,lecun_uniform,L2,0.011764509662035785
A-EO-RVFL,30,12,celu,lecun_uniform,MPI,0.01
A-EO-RVFL,35,150,leaky_relu,glorot_uniform,L2,0.06246516788159506
A-EO-RVFL,40,125,hard_shrink,he_normal,L2,2.1858475691402215
A-EO-RVFL,42,85,selu,glorot_normal,L2,0.01
RIME-RVFL,10,46,selu,glorot_uniform,MPI,50.0
RIME-RVFL,15,66,selu,glorot_uniform,MPI,47.862557138912415
RIME-RVFL,21,93,tanh,random_normal,L2,36.965363719953054
RIME-RVFL,24,92,swish,random_uniform,MPI,15.022886897365936
RIME-RVFL,27,49,selu,glorot_uniform,MPI,20.71198268195163
RIME-RVFL,29,73,selu,lecun_uniform,L2,0.01000000000003903
RIME-RVFL,30,58,swish,random_uniform,MPI,49.80618181649741
RIME-RVFL,35,102,hard_tanh,random_normal,L2,2.082576371934234
RIME-RVFL,40,150,hard_tanh,random_normal,L2,3.664501953179102
RIME-RVFL,42,93,selu,lecun_normal,MPI,47.768935840055114
IM-ARO-RVFL,10,69,selu,glorot_uniform,L2,0.01016572930430028
IM-ARO-RVFL,15,150,mish,random_normal,L2,3.54267685189986
IM-ARO-RVFL,21,148,celu,random_normal,L2,0.29964817712293884
IM-ARO-RVFL,24,12,hard_sigmoid,random_normal,L2,0.012522661529461725
IM-ARO-RVFL,27,150,gelu,random_normal,L2,3.686755706049727
IM-ARO-RVFL,29,37,selu,lecun_uniform,L2,0.01132424374525068
IM-ARO-RVFL,30,58,silu,random_uniform,MPI,0.013124805587901417
IM-ARO-RVFL,35,116,tanh,random_normal,L2,0.037012940746792136
IM-ARO-RVFL,40,49,hard_sigmoid,random_uniform,L2,0.012752834966695293
IM-ARO-RVFL,42,89,selu,glorot_normal,L2,0.013210126526661972
HHO-RVFL,10,67,selu,glorot_uniform,MPI,37.52968799318709
HHO-RVFL,15,113,selu,he_uniform,L2,0.011419243671731076
HHO-RVFL,21,40,elu,he_normal,MPI,0.5936570535163281
HHO-RVFL,24,42,leaky_relu,glorot_normal,L2,0.3267729283878104
HHO-RVFL,27,50,gelu,he_normal,MPI,16.129820746655305
HHO-RVFL,29,128,leaky_relu,lecun_uniform,L2,0.011597186866412581
HHO-RVFL,30,58,swish,random_uniform,MPI,30.024905764935266
HHO-RVFL,35,127,leaky_relu,lecun_uniform,L2,0.05345229892289879
HHO-RVFL,40,150,mish,random_normal,L2,5.564888163682362
HHO-RVFL,42,103,tanh,random_normal,L2,12.440815904167149
AIW-PSO-RVFL,10,67,selu,glorot_uniform,MPI,37.281554750086435
AIW-PSO-RVFL,15,71,selu,glorot_uniform,MPI,21.974816139974546
AIW-PSO-RVFL,21,97,tanh,random_normal,L2,22.049606446257076
AIW-PSO-RVFL,24,150,hard_tanh,random_normal,L2,25.01431169348006
AIW-PSO-RVFL,27,50,gelu,he_normal,MPI,16.186340165490243
AIW-PSO-RVFL,29,122,selu,random_normal,L2,8.819174197997592
AIW-PSO-RVFL,30,58,swish,random_uniform,MPI,20.854320630985708
AIW-PSO-RVFL,35,85,tanh,random_normal,L2,38.96103532210153
AIW-PSO-RVFL,40,145,silu,random_normal,L2,1.1424349780172283
AIW-PSO-RVFL,42,60,selu,he_normal,MPI,36.337531869490014
CL-PSO-RVFL,10,117,mish,random_normal,L2,6.9022447755198755
CL-PSO-RVFL,15,73,celu,random_normal,L2,7.084675009559827
CL-PSO-RVFL,21,39,elu,he_normal,MPI,11.177092267683262
CL-PSO-RVFL,24,102,hard_shrink,lecun_normal,L2,2.4568568156673014
CL-PSO-RVFL,27,52,mish,lecun_normal,MPI,30.470117853767373
CL-PSO-RVFL,29,45,leaky_relu,he_uniform,L2,0.05664311401506328
CL-PSO-RVFL,30,131,hard_tanh,random_normal,L2,33.81552919867978
CL-PSO-RVFL,35,139,leaky_relu,he_uniform,L2,0.05377172598051755
CL-PSO-RVFL,40,111,hard_shrink,glorot_normal,L2,5.9739788340123665
CL-PSO-RVFL,42,119,relu,random_normal,L2,11.370238480915663
