model_name,seed,MAE,RMSE,NNSE,WI,R,KGE
BBO-RVFL,10,0.0636204831068688,0.1007047970016878,0.7812251202668299,0.9117162457122916,0.850714395417161,0.8026148800092556
BBO-RVFL,15,0.0621194720443759,0.1004528516933651,0.7820801697270973,0.910130616440558,0.8501529781696081,0.7802166578002177
BBO-RVFL,21,0.0621194720443759,0.1004528516933651,0.7820801697270973,0.910130616440558,0.8501529781696081,0.7802166578002177
BBO-RVFL,24,0.0621194720443759,0.1004528516933651,0.7820801697270973,0.910130616440558,0.8501529781696081,0.7802166578002177
BBO-RVFL,27,0.0621194720443759,0.1004528516933651,0.7820801697270973,0.910130616440558,0.8501529781696081,0.7802166578002177
BBO-RVFL,29,0.0621194720443759,0.1004528516933651,0.7820801697270973,0.910130616440558,0.8501529781696081,0.7802166578002177
BBO-RVFL,30,0.0691007052198477,0.0999618582271235,0.7837457006118481,0.9208698842579114,0.8550322564491932,0.845193865985022
BBO-RVFL,35,0.0636204831068688,0.1007047970016878,0.7812251202668299,0.9117162457122916,0.850714395417161,0.8026148800092556
BBO-RVFL,40,0.0691007052198477,0.0999618582271235,0.7837457006118481,0.9208698842579114,0.8550322564491932,0.845193865985022
BBO-RVFL,42,0.0621194720443759,0.1004528516933651,0.7820801697270973,0.910130616440558,0.8501529781696081,0.7802166578002177
SADE-RVFL,10,0.0599952728441265,0.0909805762059133,0.8139547572866849,0.932296566042176,0.8787956131333309,0.8454365116603594
SADE-RVFL,15,0.0593921858592149,0.0899272793476799,0.8174557699474407,0.9340602110826094,0.8817338777413609,0.8486557494891591
SADE-RVFL,21,0.0599952728441265,0.0909805762059133,0.8139547572866849,0.932296566042176,0.8787956131333309,0.8454365116603594
SADE-RVFL,24,0.0593921858592149,0.0899272793476799,0.8174557699474407,0.9340602110826094,0.8817338777413609,0.8486557494891591
SADE-RVFL,27,0.0599952728441265,0.0909805762059133,0.8139547572866849,0.932296566042176,0.8787956131333309,0.8454365116603594
SADE-RVFL,29,0.0593921858592149,0.0899272793476799,0.8174557699474407,0.9340602110826094,0.8817338777413609,0.8486557494891591
SADE-RVFL,30,0.0599952728441265,0.0909805762059133,0.8139547572866849,0.932296566042176,0.8787956131333309,0.8454365116603594
SADE-RVFL,35,0.0593921858592149,0.0899272793476799,0.8174557699474407,0.9340602110826094,0.8817338777413609,0.8486557494891591
SADE-RVFL,40,0.0593921858592149,0.0899272793476799,0.8174557699474407,0.9340602110826094,0.8817338777413609,0.8486557494891591
SADE-RVFL,42,0.0593921858592149,0.0899272793476799,0.8174557699474407,0.9340602110826094,0.8817338777413609,0.8486557494891591
SHADE-RVFL,10,0.0606702471007803,0.0927521372900002,0.8080432472783529,0.9310569249413952,0.8752643743435847,0.8572723175870419
SHADE-RVFL,15,0.0559237767405769,0.0862491623341753,0.8295902795992172,0.9373833324272856,0.8937063883132409,0.8384654972758931
SHADE-RVFL,21,0.0632818820649931,0.0910055372659413,0.8138716616145256,0.9312086972108664,0.8785155057998439,0.8328854843138216
SHADE-RVFL,24,0.0661831071822189,0.1035369755520826,0.7715967512276679,0.9038117993855076,0.8393021038271595,0.7602009893765233
SHADE-RVFL,27,0.0651032821873871,0.098570315142203,0.7884598489680318,0.9188635646611132,0.8559105517930833,0.81752641505796
SHADE-RVFL,29,0.0606702471007803,0.0927521372900002,0.8080432472783529,0.9310569249413952,0.8752643743435847,0.8572723175870419
SHADE-RVFL,30,0.0649508656112894,0.0977417652389088,0.7912619675363332,0.9207351607435924,0.858563334341169,0.8205335735950212
SHADE-RVFL,35,0.0651378692437548,0.0986917015912152,0.7880490139768288,0.918609736373156,0.855520194093105,0.8168574660962082
SHADE-RVFL,40,0.06926521650909,0.0991426578169087,0.786522076716981,0.9229481006730056,0.8580155879231472,0.8501102438118273
SHADE-RVFL,42,0.0606968026004238,0.0927741079107703,0.8079697623400772,0.9293306827024244,0.8736892099774772,0.8405180503878743
LCO-RVFL,10,0.0651378692437548,0.0986917015912152,0.7880490139768288,0.918609736373156,0.855520194093105,0.8168574660962082
LCO-RVFL,15,0.0650646677413572,0.1019321160617947,0.7770561807355068,0.9137509655489424,0.8460186983220744,0.8171140431929282
LCO-RVFL,21,0.0651378692437548,0.0986917015912152,0.7880490139768288,0.918609736373156,0.855520194093105,0.8168574660962082
