model_name,seed,size_hidden,act_name,weight_initializer,trainer,alpha
BBO-RVFL,10,43,relu,random_normal,L2,10.277399887175202
BBO-RVFL,15,26,celu,random_normal,L2,5.8596123251347025
BBO-RVFL,21,82,hard_tanh,glorot_normal,L2,5.629030136533641
BBO-RVFL,24,43,swish,random_uniform,L2,0.024473400913576093
BBO-RVFL,27,6,hard_sigmoid,random_uniform,MPI,47.17135142438628
BBO-RVFL,29,23,hard_tanh,orthogonal,MPI,1.0463443185175276
BBO-RVFL,30,137,selu,orthogonal,L2,1.610442940884937
BBO-RVFL,35,41,sigmoid,random_uniform,L2,0.06128580845965532
BBO-RVFL,40,72,mish,glorot_normal,L2,2.3294428393128515
BBO-RVFL,42,59,elu,random_normal,L2,5.485797280084277
SADE-RVFL,10,46,rrelu,random_normal,L2,11.72610078115921
SADE-RVFL,15,8,celu,glorot_normal,L2,0.016749842918941178
SADE-RVFL,21,57,celu,lecun_normal,L2,0.013600257519643794
SADE-RVFL,24,91,silu,random_uniform,L2,0.0906351050086069
SADE-RVFL,27,11,celu,orthogonal,L2,0.01
SADE-RVFL,29,10,swish,random_uniform,L2,0.01
SADE-RVFL,30,5,silu,lecun_uniform,MPI,50.0
SADE-RVFL,35,5,tanh,random_uniform,L2,0.01
SADE-RVFL,40,7,swish,orthogonal,L2,0.01
SADE-RVFL,42,67,celu,glorot_normal,L2,0.01
SHADE-RVFL,10,133,rrelu,random_normal,L2,50.0
SHADE-RVFL,15,8,celu,glorot_normal,L2,0.01
SHADE-RVFL,21,25,tanh,orthogonal,L2,0.02506369828551197
SHADE-RVFL,24,13,swish,random_uniform,L2,0.01
SHADE-RVFL,27,11,selu,orthogonal,L2,0.01
SHADE-RVFL,29,10,silu,random_uniform,L2,0.01
SHADE-RVFL,30,5,silu,lecun_uniform,MPI,50.0
SHADE-RVFL,35,5,tanh,random_uniform,L2,0.01
SHADE-RVFL,40,5,elu,orthogonal,L2,0.09738339018255525
SHADE-RVFL,42,30,celu,orthogonal,L2,0.01
LCO-RVFL,10,72,silu,random_normal,L2,21.207353704202255
LCO-RVFL,15,8,celu,glorot_normal,L2,0.016749846380243325
LCO-RVFL,21,150,hard_shrink,lecun_normal,L2,0.023136183872505302
LCO-RVFL,24,131,silu,random_uniform,L2,0.11567118069625679
LCO-RVFL,27,13,mish,he_uniform,MPI,2.7338140864184868
LCO-RVFL,29,138,mish,random_normal,L2,38.81666833150775
LCO-RVFL,30,5,celu,glorot_uniform,MPI,50.0
LCO-RVFL,35,5,tanh,random_uniform,MPI,48.636996522693096
LCO-RVFL,40,5,prelu,orthogonal,MPI,50.0
LCO-RVFL,42,134,swish,orthogonal,L2,0.01
INFO-RVFL,10,147,rrelu,random_normal,L2,24.720284930546676
INFO-RVFL,15,134,mish,random_normal,L2,12.9523936857952
INFO-RVFL,21,98,elu,orthogonal,L2,0.01
INFO-RVFL,24,125,silu,random_uniform,L2,0.11475534514261869
INFO-RVFL,27,149,leaky_relu,random_normal,L2,50.0
INFO-RVFL,29,6,silu,glorot_normal,L2,0.04029080834242292
INFO-RVFL,30,8,prelu,orthogonal,MPI,50.0
INFO-RVFL,35,122,rrelu,random_normal,L2,45.53661754294482
INFO-RVFL,40,11,hard_tanh,glorot_normal,MPI,35.92878019809707
INFO-RVFL,42,150,rrelu,random_normal,L2,21.705409778677353
QLE-SCA-RVFL,10,31,hard_shrink,random_normal,L2,1.4298565291167833
QLE-SCA-RVFL,15,8,celu,glorot_normal,L2,0.016752103544763385
QLE-SCA-RVFL,21,54,hard_shrink,he_uniform,L2,3.4816618390187823
QLE-SCA-RVFL,24,17,hard_tanh,orthogonal,MPI,19.994515563767653
QLE-SCA-RVFL,27,44,hard_tanh,he_normal,L2,0.012286339368391259
QLE-SCA-RVFL,29,5,sigmoid,random_uniform,MPI,38.654398806499685
QLE-SCA-RVFL,30,19,hard_tanh,he_uniform,L2,0.11609301470084435
QLE-SCA-RVFL,35,78,leaky_relu,random_normal,L2,37.9414126266558
QLE-SCA-RVFL,40,108,relu,orthogonal,L2,1.1625948195970046
QLE-SCA-RVFL,42,9,swish,orthogonal,MPI,38.55409019352964
SHIO-RVFL,10,69,leaky_relu,random_normal,L2,21.08092711792997
SHIO-RVFL,15,15,celu,random_normal,L2,1.6575000334808196
SHIO-RVFL,21,82,rrelu,random_normal,L2,34.467046762289
SHIO-RVFL,24,39,selu,glorot_normal,L2,0.07389460174334313
SHIO-RVFL,27,107,celu,orthogonal,L2,0.01
SHIO-RVFL,29,121,selu,random_normal,L2,8.432150108341723
SHIO-RVFL,30,102,leaky_relu,random_normal,L2,12.67937719612073
SHIO-RVFL,35,13,celu,glorot_normal,L2,0.07051530743742243
SHIO-RVFL,40,70,gelu,glorot_normal,L2,1.6460902929187065
SHIO-RVFL,42,59,celu,random_normal,L2,5.536228283473726
EFO-RVFL,10,58,swish,random_uniform,L2,6.804621004985126
EFO-RVFL,15,26,mish,random_normal,L2,11.806030535399398
EFO-RVFL,21,8,prelu,lecun_uniform,L2,2.540294590733838
EFO-RVFL,24,67,swish,random_uniform,L2,0.08390200656201735
EFO-RVFL,27,15,mish,he_uniform,MPI,48.02301104526471
EFO-RVFL,29,140,mish,random_normal,L2,39.40743862598595
EFO-RVFL,30,6,swish,random_uniform,MPI,45.11689276739738
EFO-RVFL,35,91,none,orthogonal,MPI,8.146127730414866
EFO-RVFL,40,71,none,orthogonal,MPI,47.096631651556784
EFO-RVFL,42,135,swish,random_normal,L2,20.508338857880563
A-EO-RVFL,10,31,hard_shrink,random_normal,L2,0.8589241881453278
A-EO-RVFL,15,8,celu,glorot_normal,L2,0.01674984630395845
A-EO-RVFL,21,5,tanh,random_uniform,L2,0.024034113567776655
A-EO-RVFL,24,13,silu,random_uniform,L2,0.01
