model_name,seed,size_hidden,act_name,weight_initializer,trainer,alpha
BBO-RVFL,10,79,silu,random_normal,L2,21.9495332032051
BBO-RVFL,15,79,silu,random_normal,L2,21.9495332032051
BBO-RVFL,21,79,silu,random_normal,L2,21.9495332032051
BBO-RVFL,24,79,silu,random_normal,L2,21.9495332032051
BBO-RVFL,27,79,silu,random_normal,L2,21.9495332032051
BBO-RVFL,29,79,silu,random_normal,L2,21.9495332032051
BBO-RVFL,30,79,silu,random_normal,L2,21.9495332032051
BBO-RVFL,35,79,silu,random_normal,L2,21.9495332032051
BBO-RVFL,40,79,silu,random_normal,L2,21.9495332032051
BBO-RVFL,42,79,silu,random_normal,L2,21.9495332032051
SADE-RVFL,10,87,leaky_relu,lecun_normal,L2,0.01
SADE-RVFL,15,87,leaky_relu,lecun_normal,L2,0.01
SADE-RVFL,21,87,leaky_relu,lecun_normal,L2,0.01
SADE-RVFL,24,87,leaky_relu,lecun_normal,L2,0.01
SADE-RVFL,27,87,leaky_relu,lecun_normal,L2,0.01
SADE-RVFL,29,87,leaky_relu,lecun_normal,L2,0.01
SADE-RVFL,30,87,leaky_relu,lecun_normal,L2,0.01
SADE-RVFL,35,87,leaky_relu,lecun_normal,L2,0.01
SADE-RVFL,40,87,leaky_relu,lecun_normal,L2,0.01
SADE-RVFL,42,87,leaky_relu,lecun_normal,L2,0.01
SHADE-RVFL,10,85,relu,glorot_normal,L2,0.01
SHADE-RVFL,15,85,relu,glorot_normal,L2,0.01
SHADE-RVFL,21,85,relu,glorot_normal,L2,0.01
SHADE-RVFL,24,85,relu,glorot_normal,L2,0.01
SHADE-RVFL,27,85,relu,glorot_normal,L2,0.01
SHADE-RVFL,29,85,relu,glorot_normal,L2,0.01
SHADE-RVFL,30,85,relu,glorot_normal,L2,0.01
SHADE-RVFL,35,85,relu,glorot_normal,L2,0.01
SHADE-RVFL,40,85,relu,glorot_normal,L2,0.01
SHADE-RVFL,42,85,relu,glorot_normal,L2,0.01
LCO-RVFL,10,89,silu,random_normal,L2,2.2364297481454587
LCO-RVFL,15,89,silu,random_normal,L2,2.2364297481454587
LCO-RVFL,21,89,silu,random_normal,L2,2.2364297481454587
LCO-RVFL,24,89,silu,random_normal,L2,2.2364297481454587
LCO-RVFL,27,89,silu,random_normal,L2,2.2364297481454587
LCO-RVFL,29,89,silu,random_normal,L2,2.2364297481454587
LCO-RVFL,30,89,silu,random_normal,L2,2.2364297481454587
LCO-RVFL,35,89,silu,random_normal,L2,2.2364297481454587
LCO-RVFL,40,89,silu,random_normal,L2,2.2364297481454587
LCO-RVFL,42,89,silu,random_normal,L2,2.2364297481454587
INFO-RVFL,10,100,tanh,random_uniform,L2,0.0169855784732092
INFO-RVFL,15,100,tanh,random_uniform,L2,0.0169855784732092
INFO-RVFL,21,100,tanh,random_uniform,L2,0.0169855784732092
INFO-RVFL,24,100,tanh,random_uniform,L2,0.0169855784732092
INFO-RVFL,27,100,tanh,random_uniform,L2,0.0169855784732092
INFO-RVFL,29,100,tanh,random_uniform,L2,0.0169855784732092
INFO-RVFL,30,100,tanh,random_uniform,L2,0.0169855784732092
INFO-RVFL,35,100,tanh,random_uniform,L2,0.0169855784732092
INFO-RVFL,40,100,tanh,random_uniform,L2,0.0169855784732092
INFO-RVFL,42,100,tanh,random_uniform,L2,0.0169855784732092
QLE-SCA-RVFL,10,94,hard_shrink,glorot_uniform,L2,4.640401860890381
QLE-SCA-RVFL,15,94,hard_shrink,glorot_uniform,L2,4.640401860890381
QLE-SCA-RVFL,21,94,hard_shrink,glorot_uniform,L2,4.640401860890381
QLE-SCA-RVFL,24,94,hard_shrink,glorot_uniform,L2,4.640401860890381
QLE-SCA-RVFL,27,94,hard_shrink,glorot_uniform,L2,4.640401860890381
QLE-SCA-RVFL,29,94,hard_shrink,glorot_uniform,L2,4.640401860890381
QLE-SCA-RVFL,30,94,hard_shrink,glorot_uniform,L2,4.640401860890381
QLE-SCA-RVFL,35,94,hard_shrink,glorot_uniform,L2,4.640401860890381
QLE-SCA-RVFL,40,94,hard_shrink,glorot_uniform,L2,4.640401860890381
QLE-SCA-RVFL,42,94,hard_shrink,glorot_uniform,L2,4.640401860890381
SHIO-RVFL,10,90,hard_shrink,glorot_uniform,L2,9.13838256669665
SHIO-RVFL,15,90,hard_shrink,glorot_uniform,L2,9.13838256669665
SHIO-RVFL,21,90,hard_shrink,glorot_uniform,L2,9.13838256669665
SHIO-RVFL,24,90,hard_shrink,glorot_uniform,L2,9.13838256669665
SHIO-RVFL,27,90,hard_shrink,glorot_uniform,L2,9.13838256669665
SHIO-RVFL,29,90,hard_shrink,glorot_uniform,L2,9.13838256669665
SHIO-RVFL,30,90,hard_shrink,glorot_uniform,L2,9.13838256669665
SHIO-RVFL,35,90,hard_shrink,glorot_uniform,L2,9.13838256669665
SHIO-RVFL,40,90,hard_shrink,glorot_uniform,L2,9.13838256669665
SHIO-RVFL,42,90,hard_shrink,glorot_uniform,L2,9.13838256669665
EFO-RVFL,10,88,silu,random_uniform,L2,11.369663702020995
EFO-RVFL,15,88,silu,random_uniform,L2,11.369663702020995
EFO-RVFL,21,88,silu,random_uniform,L2,11.369663702020995
EFO-RVFL,24,88,silu,random_uniform,L2,11.369663702020995
EFO-RVFL,27,88,silu,random_uniform,L2,11.369663702020995
EFO-RVFL,29,88,silu,random_uniform,L2,11.369663702020995
EFO-RVFL,30,88,silu,random_uniform,L2,11.369663702020995
EFO-RVFL,35,88,silu,random_uniform,L2,11.369663702020995
EFO-RVFL,40,88,silu,random_uniform,L2,11.369663702020995
EFO-RVFL,42,88,silu,random_uniform,L2,11.369663702020995
A-EO-RVFL,10,7,celu,glorot_uniform,L2,0.8294782168752026
A-EO-RVFL,15,83,leaky_relu,glorot_normal,L2,0.0112627634218817
A-EO-RVFL,21,7,celu,glorot_uniform,L2,0.8294782168752026
A-EO-RVFL,24,83,leaky_relu,glorot_normal,L2,0.0112627634218817
A-EO-RVFL,27,7,celu,glorot_uniform,L2,0.8294782168752026
A-EO-RVFL,29,83,leaky_relu,glorot_normal,L2,0.0112627634218817
A-EO-RVFL,30,7,celu,glorot_uniform,L2,0.8294782168752026
A-EO-RVFL,35,7,celu,glorot_uniform,L2,0.8294782168752026
A-EO-RVFL,40,83,leaky_relu,glorot_normal,L2,0.0112627634218817
A-EO-RVFL,42,7,celu,glorot_uniform,L2,0.8294782168752026
RIME-RVFL,10,82,leaky_relu,glorot_normal,L2,0.01
RIME-RVFL,15,82,leaky_relu,glorot_normal,L2,0.01
RIME-RVFL,21,82,leaky_relu,glorot_normal,L2,0.01
RIME-RVFL,24,82,leaky_relu,glorot_normal,L2,0.01
RIME-RVFL,27,82,leaky_relu,glorot_normal,L2,0.01
RIME-RVFL,29,82,leaky_relu,glorot_normal,L2,0.01
RIME-RVFL,30,82,leaky_relu,glorot_normal,L2,0.01
RIME-RVFL,35,82,leaky_relu,glorot_normal,L2,0.01
RIME-RVFL,40,82,leaky_relu,glorot_normal,L2,0.01
RIME-RVFL,42,82,leaky_relu,glorot_normal,L2,0.01
IM-ARO-RVFL,10,100,tanh,random_uniform,L2,0.0183145803163569
IM-ARO-RVFL,15,100,tanh,random_uniform,L2,0.0183145803163569
IM-ARO-RVFL,21,100,tanh,random_uniform,L2,0.0183145803163569
IM-ARO-RVFL,24,100,tanh,random_uniform,L2,0.0183145803163569
IM-ARO-RVFL,27,100,tanh,random_uniform,L2,0.0183145803163569
IM-ARO-RVFL,29,100,tanh,random_uniform,L2,0.0183145803163569
IM-ARO-RVFL,30,100,tanh,random_uniform,L2,0.0183145803163569
IM-ARO-RVFL,35,100,tanh,random_uniform,L2,0.0183145803163569
IM-ARO-RVFL,40,100,tanh,random_uniform,L2,0.0183145803163569
IM-ARO-RVFL,42,100,tanh,random_uniform,L2,0.0183145803163569
HHO-RVFL,10,14,gelu,lecun_normal,L2,0.01
HHO-RVFL,15,14,gelu,lecun_normal,L2,0.01
HHO-RVFL,21,14,gelu,lecun_normal,L2,0.01
HHO-RVFL,24,14,gelu,lecun_normal,L2,0.01
HHO-RVFL,27,14,gelu,lecun_normal,L2,0.01
HHO-RVFL,29,14,gelu,lecun_normal,L2,0.01
HHO-RVFL,30,14,gelu,lecun_normal,L2,0.01
HHO-RVFL,35,14,gelu,lecun_normal,L2,0.01
HHO-RVFL,40,14,gelu,lecun_normal,L2,0.01
HHO-RVFL,42,14,gelu,lecun_normal,L2,0.01
AIW-PSO-RVFL,10,12,tanh,random_normal,MPI,21.4621786602842
AIW-PSO-RVFL,15,12,tanh,random_normal,MPI,21.4621786602842
AIW-PSO-RVFL,21,12,tanh,random_normal,MPI,21.4621786602842
AIW-PSO-RVFL,24,12,tanh,random_normal,MPI,21.4621786602842
AIW-PSO-RVFL,27,12,tanh,random_normal,MPI,21.4621786602842
AIW-PSO-RVFL,29,12,tanh,random_normal,MPI,21.4621786602842
AIW-PSO-RVFL,30,97,leaky_relu,random_normal,L2,0.5145959055049931
AIW-PSO-RVFL,35,97,leaky_relu,random_normal,L2,0.5145959055049931
AIW-PSO-RVFL,40,97,leaky_relu,random_normal,L2,0.5145959055049931
AIW-PSO-RVFL,42,97,leaky_relu,random_normal,L2,0.5145959055049931
CL-PSO-RVFL,10,14,elu,he_uniform,MPI,22.5247930353994
CL-PSO-RVFL,15,14,elu,lecun_uniform,MPI,22.5247930353994
CL-PSO-RVFL,21,14,elu,lecun_uniform,MPI,22.5247930353994
CL-PSO-RVFL,24,14,elu,he_uniform,MPI,22.5247930353994
CL-PSO-RVFL,27,14,elu,he_uniform,MPI,22.5247930353994
CL-PSO-RVFL,29,14,elu,lecun_uniform,MPI,22.5247930353994
CL-PSO-RVFL,30,14,elu,lecun_uniform,MPI,22.5247930353994
CL-PSO-RVFL,35,14,elu,lecun_uniform,MPI,22.5247930353994
CL-PSO-RVFL,40,14,elu,lecun_uniform,MPI,22.5247930353994
CL-PSO-RVFL,42,14,elu,lecun_uniform,MPI,22.5247930353994
