model_name,seed,size_hidden,act_name,weight_initializer,trainer,alpha
QLE-SCA-RVFL,21,5,rrelu,lecun_normal,MPI,5.224227839020903
QLE-SCA-RVFL,24,78,mish,he_normal,L2,0.0219960328510685
QLE-SCA-RVFL,27,35,selu,orthogonal,L2,0.075721442306092
QLE-SCA-RVFL,29,73,selu,random_normal,L2,4.424934534510088
QLE-SCA-RVFL,30,35,selu,orthogonal,L2,0.075721442306092
QLE-SCA-RVFL,35,18,hard_shrink,glorot_uniform,L2,1.6368552590146577
QLE-SCA-RVFL,40,59,celu,random_normal,L2,4.030204480615389
QLE-SCA-RVFL,42,35,selu,orthogonal,L2,0.075721442306092
SHIO-RVFL,10,10,leaky_relu,glorot_normal,L2,0.1908001196337921
SHIO-RVFL,15,11,leaky_relu,glorot_normal,L2,0.01
SHIO-RVFL,21,69,celu,glorot_normal,L2,0.0202057913571603
SHIO-RVFL,24,91,selu,random_normal,L2,7.392315725349616
SHIO-RVFL,27,10,leaky_relu,glorot_normal,L2,0.1210597945901836
SHIO-RVFL,29,12,leaky_relu,glorot_normal,L2,0.0490170944296386
SHIO-RVFL,30,28,tanh,random_uniform,L2,0.0429001911563394
SHIO-RVFL,35,12,leaky_relu,glorot_normal,L2,0.0602263566766198
SHIO-RVFL,40,69,celu,glorot_normal,L2,0.0186771810444327
SHIO-RVFL,42,10,leaky_relu,glorot_normal,L2,0.1807165052639481
EFO-RVFL,10,89,silu,random_uniform,L2,2.280114830629921
EFO-RVFL,15,89,silu,random_uniform,L2,2.280114830629921
EFO-RVFL,21,89,silu,random_uniform,L2,2.280114830629921
EFO-RVFL,24,90,swish,random_uniform,L2,2.139494538039797
EFO-RVFL,27,61,swish,random_uniform,L2,0.2276077166429075
EFO-RVFL,29,89,silu,random_uniform,L2,2.280114830629921
EFO-RVFL,30,89,silu,random_uniform,L2,2.280114830629921
EFO-RVFL,35,89,silu,random_uniform,L2,2.280114830629921
EFO-RVFL,40,98,silu,random_uniform,L2,2.280114830629921
EFO-RVFL,42,89,silu,random_uniform,L2,2.280114830629921
A-EO-RVFL,10,69,celu,glorot_normal,L2,0.0180019022171848
A-EO-RVFL,15,5,celu,glorot_normal,L2,0.01
A-EO-RVFL,21,69,celu,glorot_normal,L2,0.0179950588094562
A-EO-RVFL,24,25,celu,orthogonal,L2,0.01
A-EO-RVFL,27,5,elu,glorot_normal,L2,0.01
A-EO-RVFL,29,5,rrelu,he_normal,L2,0.01
A-EO-RVFL,30,69,celu,glorot_normal,L2,0.017997139358932
A-EO-RVFL,35,5,elu,glorot_normal,L2,0.01
A-EO-RVFL,40,69,celu,glorot_normal,L2,0.0179935264668574
A-EO-RVFL,42,69,celu,glorot_normal,L2,0.0179959165718548
RIME-RVFL,10,59,selu,random_normal,L2,4.465897961758479
RIME-RVFL,15,59,selu,random_normal,L2,4.465897961758479
RIME-RVFL,21,59,selu,random_normal,L2,4.465897961758479
RIME-RVFL,24,91,selu,random_normal,L2,6.248743455592575
RIME-RVFL,27,91,selu,random_normal,L2,6.248743455592575
RIME-RVFL,29,59,selu,random_normal,L2,4.465897961758479
RIME-RVFL,30,59,selu,random_normal,L2,4.465897961758479
RIME-RVFL,35,59,selu,random_normal,L2,4.465897961758479
RIME-RVFL,40,91,selu,random_normal,L2,6.248743455592575
RIME-RVFL,42,91,selu,random_normal,L2,6.248743455592575
IM-ARO-RVFL,10,5,celu,glorot_normal,MPI,0.01
IM-ARO-RVFL,15,5,celu,glorot_normal,MPI,0.01
IM-ARO-RVFL,21,5,celu,glorot_normal,MPI,0.01
IM-ARO-RVFL,24,5,celu,glorot_normal,MPI,0.01
IM-ARO-RVFL,27,5,celu,glorot_normal,MPI,0.01
IM-ARO-RVFL,29,5,celu,glorot_normal,MPI,0.01
IM-ARO-RVFL,30,5,celu,glorot_normal,MPI,0.01
IM-ARO-RVFL,35,5,celu,glorot_normal,MPI,0.01
IM-ARO-RVFL,40,5,celu,glorot_normal,MPI,0.01
IM-ARO-RVFL,42,5,celu,glorot_normal,MPI,0.01
HHO-RVFL,10,5,celu,glorot_normal,L2,0.01
HHO-RVFL,15,5,celu,glorot_normal,L2,0.01
HHO-RVFL,21,5,celu,glorot_normal,L2,0.01
HHO-RVFL,24,5,celu,glorot_normal,L2,0.01
HHO-RVFL,27,5,celu,glorot_normal,L2,0.01
HHO-RVFL,29,5,celu,glorot_normal,L2,0.01
HHO-RVFL,30,5,celu,glorot_normal,L2,0.01
HHO-RVFL,35,5,celu,glorot_normal,L2,0.01
HHO-RVFL,40,5,celu,glorot_normal,L2,0.01
HHO-RVFL,42,5,celu,glorot_normal,L2,0.01
AIW-PSO-RVFL,10,9,silu,orthogonal,MPI,6.88577912804787
AIW-PSO-RVFL,15,59,selu,random_normal,L2,6.575285895004175
AIW-PSO-RVFL,21,59,selu,random_normal,L2,6.575285895004175
AIW-PSO-RVFL,24,51,rrelu,random_normal,L2,3.780466346081014
AIW-PSO-RVFL,27,59,selu,random_normal,L2,6.575285895004175
AIW-PSO-RVFL,29,59,selu,random_normal,L2,6.575285895004175
AIW-PSO-RVFL,30,59,selu,random_normal,L2,6.575285895004175
AIW-PSO-RVFL,35,9,silu,orthogonal,MPI,6.88577912804787
AIW-PSO-RVFL,40,59,selu,random_normal,L2,6.575285895004175
AIW-PSO-RVFL,42,59,selu,random_normal,L2,6.575285895004175
CL-PSO-RVFL,10,62,celu,random_normal,L2,4.421935825285476
CL-PSO-RVFL,15,59,celu,random_normal,L2,4.104725808812858
CL-PSO-RVFL,21,59,celu,random_normal,L2,4.10521829211979
CL-PSO-RVFL,24,59,celu,random_normal,L2,4.1160661612020055
CL-PSO-RVFL,27,59,celu,random_normal,L2,4.1168760073899655
CL-PSO-RVFL,29,62,celu,random_normal,L2,4.421935825285476
CL-PSO-RVFL,30,62,celu,random_normal,L2,4.421935825285476
CL-PSO-RVFL,35,62,celu,random_normal,L2,4.421935825285476
CL-PSO-RVFL,40,59,celu,random_normal,L2,4.105426150994048
CL-PSO-RVFL,42,59,celu,random_normal,L2,4.11627984364853
