model_name,seed,size_hidden,act_name,weight_initializer,trainer,alpha
BBO-RVFL,10,98,hard_tanh,random_normal,L2,1.104283153191477
BBO-RVFL,15,98,hard_tanh,random_normal,L2,1.104283153191477
BBO-RVFL,21,98,hard_tanh,random_normal,L2,1.104283153191477
BBO-RVFL,24,99,hard_tanh,random_normal,L2,1.104283153191477
BBO-RVFL,27,98,hard_tanh,random_normal,L2,1.104283153191477
BBO-RVFL,29,98,hard_tanh,random_normal,L2,1.104283153191477
BBO-RVFL,30,98,hard_tanh,random_normal,L2,1.104283153191477
BBO-RVFL,35,98,hard_tanh,random_normal,L2,1.104283153191477
BBO-RVFL,40,98,hard_tanh,random_normal,L2,1.104283153191477
BBO-RVFL,42,98,hard_tanh,random_normal,L2,1.104283153191477
SADE-RVFL,10,86,celu,random_normal,L2,0.01
SADE-RVFL,15,82,celu,random_normal,L2,0.01759947088786605
SADE-RVFL,21,86,celu,random_normal,L2,0.01
SADE-RVFL,24,86,celu,random_normal,L2,0.01
SADE-RVFL,27,88,tanh,random_uniform,MPI,0.01
SADE-RVFL,29,99,selu,random_normal,L2,0.08027615228478374
SADE-RVFL,30,88,tanh,random_uniform,MPI,0.6008196702797174
SADE-RVFL,35,88,tanh,random_uniform,MPI,10.0
SADE-RVFL,40,88,tanh,random_uniform,MPI,0.6008196702797174
SADE-RVFL,42,98,selu,glorot_uniform,L2,0.01
SHADE-RVFL,10,99,selu,random_normal,L2,0.080699198320218
SHADE-RVFL,15,82,celu,random_normal,L2,0.017635390262708873
SHADE-RVFL,21,88,tanh,random_uniform,MPI,5.508001179796067
SHADE-RVFL,24,88,tanh,random_uniform,MPI,3.0504259366989492
SHADE-RVFL,27,99,selu,random_normal,L2,0.0812473590534095
SHADE-RVFL,29,82,celu,random_normal,L2,0.01763949007621612
SHADE-RVFL,30,99,selu,random_normal,L2,0.0813976620208666
SHADE-RVFL,35,82,celu,random_normal,L2,0.017639098739501455
SHADE-RVFL,40,91,celu,random_normal,L2,0.018318484438272838
SHADE-RVFL,42,82,celu,random_normal,L2,0.017653812526261244
LCO-RVFL,10,88,tanh,random_uniform,MPI,10.0
LCO-RVFL,15,88,tanh,random_uniform,MPI,10.0
LCO-RVFL,21,88,tanh,random_uniform,MPI,8.198221714483813
LCO-RVFL,24,88,tanh,random_uniform,MPI,10.0
LCO-RVFL,27,88,tanh,random_uniform,MPI,10.0
LCO-RVFL,29,88,tanh,random_uniform,MPI,8.698194895075135
LCO-RVFL,30,88,tanh,random_uniform,MPI,10.0
LCO-RVFL,35,88,tanh,random_uniform,MPI,8.198221714483813
LCO-RVFL,40,88,tanh,random_uniform,MPI,8.198221714483813
LCO-RVFL,42,88,tanh,random_uniform,MPI,8.312682659845349
INFO-RVFL,10,99,selu,random_normal,L2,0.08228787509893604
INFO-RVFL,15,99,selu,random_normal,L2,0.08139105663457935
INFO-RVFL,21,98,hard_tanh,random_normal,L2,0.8479906258134134
INFO-RVFL,24,98,hard_tanh,random_normal,L2,0.8479905296294968
INFO-RVFL,27,99,selu,random_normal,L2,0.08139232215669229
INFO-RVFL,29,99,hard_tanh,random_normal,L2,0.8507315456303879
INFO-RVFL,30,98,hard_tanh,random_normal,L2,0.847990534327305
INFO-RVFL,35,98,hard_tanh,random_normal,L2,0.8479905949068154
INFO-RVFL,40,99,hard_tanh,random_normal,L2,0.8507315456303879
INFO-RVFL,42,99,hard_tanh,random_normal,L2,0.8507315456303879
QLE-SCA-RVFL,10,33,tanh,random_uniform,MPI,2.7765762275705654
QLE-SCA-RVFL,15,33,tanh,random_uniform,MPI,6.0032645367494695
QLE-SCA-RVFL,21,98,tanh,random_normal,L2,0.7138530989441937
QLE-SCA-RVFL,24,100,relu,glorot_uniform,L2,0.07482703898322236
QLE-SCA-RVFL,27,92,tanh,random_uniform,MPI,6.986702011767522
QLE-SCA-RVFL,29,78,hard_tanh,random_normal,L2,0.6500416099148121
QLE-SCA-RVFL,30,33,tanh,random_uniform,MPI,6.0032645367494695
QLE-SCA-RVFL,35,99,selu,random_normal,L2,0.1298644553014318
QLE-SCA-RVFL,40,98,hard_tanh,random_normal,L2,0.8565119915018373
QLE-SCA-RVFL,42,33,tanh,glorot_uniform,MPI,8.274687795745834
