model_name,seed,epoch,loss
BBO-RVFL,42,1,0.8312207862779765
BBO-RVFL,42,2,0.8321441373378786
BBO-RVFL,42,3,0.833340692752007
BBO-RVFL,42,4,0.8349471240045329
BBO-RVFL,42,5,0.8349471240045329
BBO-RVFL,42,6,0.8349471240045329
BBO-RVFL,42,7,0.8349471240045329
BBO-RVFL,42,8,0.8349471240045329
BBO-RVFL,42,9,0.8349471240045329
BBO-RVFL,42,10,0.8349471240045329
BBO-RVFL,42,11,0.8349471240045329
BBO-RVFL,42,12,0.8349471240045329
BBO-RVFL,42,13,0.8349471240045329
BBO-RVFL,42,14,0.8349471240045329
BBO-RVFL,42,15,0.8349471240045329
BBO-RVFL,42,16,0.8349471240045329
BBO-RVFL,42,17,0.8349471240045329
BBO-RVFL,42,18,0.8349471240045329
BBO-RVFL,42,19,0.8349471240045329
BBO-RVFL,42,20,0.8349471240045329
BBO-RVFL,42,21,0.8349471240045329
BBO-RVFL,42,22,0.8357828435725472
BBO-RVFL,42,23,0.8357828435725472
BBO-RVFL,42,24,0.8357828435725472
BBO-RVFL,42,25,0.8357828435725472
BBO-RVFL,42,26,0.8357828435725472
BBO-RVFL,42,27,0.8357828435725472
BBO-RVFL,42,28,0.8357828435725472
BBO-RVFL,42,29,0.8357828435725472
BBO-RVFL,42,30,0.8357828435725472
BBO-RVFL,42,31,0.8357828435725472
BBO-RVFL,42,32,0.8357828435725472
BBO-RVFL,42,33,0.8357828435725472
BBO-RVFL,42,34,0.8357828435725472
BBO-RVFL,42,35,0.8357828435725472
BBO-RVFL,42,36,0.8357828435725472
BBO-RVFL,42,37,0.8357828435725472
BBO-RVFL,42,38,0.8357828435725472
BBO-RVFL,42,39,0.8357828435725472
BBO-RVFL,42,40,0.8357828435725472
BBO-RVFL,42,41,0.8357828435725472
BBO-RVFL,42,42,0.8357828435725472
BBO-RVFL,42,43,0.8357828435725472
BBO-RVFL,42,44,0.8357828435725472
BBO-RVFL,42,45,0.8357828435725472
BBO-RVFL,42,46,0.8357828435725472
BBO-RVFL,42,47,0.8357828435725472
BBO-RVFL,42,48,0.8357828435725472
BBO-RVFL,42,49,0.8357828435725472
BBO-RVFL,42,50,0.8357828435725472
BBO-RVFL,42,51,0.8357828435725472
BBO-RVFL,42,52,0.8357828435725472
BBO-RVFL,42,53,0.8357828435725472
BBO-RVFL,42,54,0.8357828435725472
BBO-RVFL,42,55,0.8357828435725472
BBO-RVFL,42,56,0.8357828435725472
BBO-RVFL,42,57,0.8357828435725472
BBO-RVFL,42,58,0.8357828435725472
BBO-RVFL,42,59,0.8357828435725472
BBO-RVFL,42,60,0.8357828435725472
BBO-RVFL,42,61,0.8357828435725472
BBO-RVFL,42,62,0.8357828435725472
BBO-RVFL,42,63,0.8357828435725472
BBO-RVFL,42,64,0.8357828435725472
BBO-RVFL,42,65,0.8369062543330485
BBO-RVFL,42,66,0.8369062543330485
BBO-RVFL,42,67,0.8369062543330485
BBO-RVFL,42,68,0.8369062543330485
BBO-RVFL,42,69,0.8369062543330485
BBO-RVFL,42,70,0.8369062543330485
BBO-RVFL,42,71,0.8369062543330485
BBO-RVFL,42,72,0.8369062543330485
