model_name,time_taken,AS,PS,RS,F1S,SS,NPV
RIME-RVFL,200.12483185494784,0.9961111111111111,0.9809496236486124,0.9803380443086326,0.9803633251688598,0.9978307903093944,0.9978478557657443
SHADE-RVFL,146.3047283530468,0.9961111111111111,0.9814751233620989,0.9800999490705374,0.9805016768947871,0.997826184731118,0.9978496534197013
INFO-RVFL,141.88811202801298,0.9966666666666667,0.9838019611771778,0.9849463615233326,0.9843365299583609,0.9981380401051283,0.9981236165508909
GridSearchCV,83225.13405745092,0.9888888888888889,0.9436043669637387,0.9439268329483002,0.943228900060906,0.993823989583308,0.9938199724023539
RandomizedSearchCV,126.43816028197762,0.9888888888888889,0.9438026766975958,0.9439268329483002,0.9433575799840123,0.9938170007654168,0.9938198577494314
